Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views
Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),James Hype,2023-10-06,3434,23.3,48573000,12116,42703266,63.50158061116965,10575780,130509,583,184636,7526758
El Avioncito,El Avioncito,Giblack,2021-10-28,3447,23.3,11569095,3147,419656,41.0,134929794,751052,2517500,382042979,5210740180
Handle On You,Handle On You,Parker McCollum,2022-08-05,3439,23.3,103858433,17543,4890850,63.0,23571548,127913,5710,2180810,32959012
"Non, je ne regrette rien",Edith Piaf Essentials : The Greatest Hits of the Most Popular French Singer,ýýdith Piaf,2024-05-07,3433,23.3,168750749,1,1,19.0,0,0,0,0,0
Montagem - Pr Funk,Montagem - Pr Funk - Single,BARATO NATION,2023-12-27,3867,23.2,332936854,6,22,63.50158061116965,0,0,0,0,0
Tunnel Vision,Tunnel Vision,Kodak Black,2017-02-17,3477,23.2,654828389,139540,20919688,68.0,97450066,884775,122425,10413135,86649600
White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,2020-07-10,3474,23.2,277094824,75966,16182804,63.0,118824965,1513533,299390,71831644,537618525
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,TaitosmitH,2024-03-26,3462,23.2,2759335,248,177260,63.50158061116965,40796081,268043,0,0,0
I'm Not The Only One,I'm Not The Only One,Sam Smith,2014-09-11,3458,23.2,93040974,10520,1711940,16.0,1663836563,6794854,0,0,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,2023-10-05,3455,23.2,3872,5,3,63.50158061116965,0,0,917800,4413567,135542729
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,Chris Jedi,2022-05-20,3471,23.2,411006233,63319,20006639,67.0,6186421,60126,0,0,0
Too Easy,Too Easy,Gunna,2021-09-24,3452,23.2,133039977,69577,7803085,54.0,21842375,250732,33573,29171201,241202185
Walking On A Dream,Walking On A Dream,Empire Of The Sun,2008-01-01,3476,23.2,923637058,248136,72561268,74.0,326484288,2513872,729463,158541861,1346152082
Take Two,Take Two,BTS,2023-06-09,3461,23.2,259288333,9472,17478821,69.0,40948018,2324228,432500,93022348,503776050
Water (Remix),Water (Remix) - Single,Tyla,2023-11-17,3473,23.2,51588608,14616,7031379,63.50158061116965,0,0,28200,1366281,18843138
You Know You Like It,You Know You Like It,DJ Snake,2014-10-14,3465,23.2,506083686,88997,19591325,65.0,191257884,1917299,22248,8081963,53859932
Bom Diggy,Bom Diggy - Single,Zack Knight,2017-08-24,3464,23.2,55362558,9861,2598056,46.0,1292844409,5695565,75620,3354781,45939694
Mati-Matian,Mati-Matian - Single,Mahalini,2024-03-29,3472,23.2,52510463,992,9607115,76.0,27329009,200501,0,0,0
Live Another Day,Phonkageddon,Kordhell,2021-08-27,3470,23.2,283108875,69176,20246527,66.0,147447678,1916013,115000,93038797,1067856594
Ana Ghaltan,Cigara,Bahaa Sultan,2021-12-27,3468,23.2,8316794,1342,217990,47.0,0,0,173,15714,307818
Sexo Virtual,VICE VERSA,Rauw Alejandro,2021-06-25,3460,23.2,293361823,61096,10057845,66.0,141862016,1051171,678500,156741590,1336043098
"Nï¿½ï¿½o, Nï¿½",Piseiro Sofrï¿½ï¿½,Mari Fernandez,2021-04-29,3469,23.2,158404124,19033,5413126,51.0,156298379,1025633,2418608,89218584,927182106
ýý ýýýýýýýý ýýýýýýýýýý,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,2020-12-04,3475,23.2,60358583,32582,1788403,50.0,43371351,749082,3001121,650159397,8680132146
Chasin' You,If I Know Me,Morgan Wallen,2018-04-27,3466,23.2,609984789,66397,14589013,74.0,255780709,1101498,91600,18502723,142412314
Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,2023-06-02,3467,23.2,63442980,10414,1765706,58.0,127252829,552569,84400,3171710,108671025
Clouds,Clouds - Single,BUNT.,2023-01-12,3459,23.2,149986283,48038,50298372,63.0,9500978,157127,369,686653,13195696
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,2023-08-25,3456,23.2,21485335,4032,1727967,1.0,5878965,68296,7812,786980,9858141
Spin You Around (1/24),Spin You Around (1/24),Morgan Wallen,2024-01-26,3453,23.2,77564567,7109,6908240,63.50158061116965,0,0,0,0,0
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,2022-07-08,3454,23.2,175374235,19506,8147122,66.0,236220298,1251377,32800,18078777,146435027
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,2015-01-09,3457,23.2,1060255231,88246,45330466,71.0,950074212,5331921,639780,19939783,196304893
"Don't Give Up On Me - (From ""Five Feet Apart"")","Don't Give Up On Me (From ""Five Feet Apart"")",Andy Grammer,2019-02-13,3463,23.2,509011250,72182,9700882,67.0,220773540,2241242,195726,94397647,685543612
Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,2023-11-03,3478,23.1,964357785,2,21523,63.50158061116965,0,0,0,0,0
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,2013-01-01,3489,23.1,718634962,116033,31380421,65.0,88651556,872188,220691,63662766,429272415
Nail Tech,Nail Tech,Jack Harlow,2022-02-18,3497,23.1,224376030,65837,16010323,56.0,67524036,880646,28152,15485348,205572867
Lahore,Kultural Inkursions,Guru Randhawa,2018-07-27,3496,23.1,77999,96,7682,63.50158061116965,1174983850,6804449,0,433,6457
The Summoning,The Summoning - Single,Sleep Token,2023-01-06,3484,23.1,135976140,41454,4335379,69.0,37952419,465940,3074,1344946,14785534
Feel It Still,Woodstock,Portugal. The Man,2017-06-15,3492,23.1,1303018999,239,18020,26.0,0,0,0,0,0
TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6ix9ine,2020-06-12,3481,23.1,169376113,37282,5544584,2.0,485978356,7474199,481594,84039891,728033853
Cover Me Up,Cover Me Up,Morgan Wallen,2019-04-05,3499,23.1,457252350,58811,6992809,70.0,284333103,1250573,152118,25018657,226942604
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,2022-05-06,3495,23.1,360149048,49439,8856237,69.0,94595491,955663,32000,21771827,154135701
Mi Morenita,Mi Morenita - Single,Grupo Marca Registrada,2024-05-24,3494,23.1,8104357,456,36732009,68.0,9180171,67291,0,0,0
Get A Guitar,Get A Guitar,RIIZE,2023-09-04,3485,23.1,67887030,5721,6337730,63.50158061116965,106807094,1208052,32698,61647208,430468374
Heat,Heat (feat. Gunna),Gunna,2019-06-20,3486,23.1,174090982,34958,4874126,55.0,353442033,2306325,47184,2178301,26278533
Birds In The Sky,Birds In The Sky - Single,New Era,2023-12-08,3480,23.1,21664308,2953,13358420,63.50158061116965,0,0,0,0,0
I Was Never There,"My Dear Melancholy,",The Weeknd,2018-03-29,3488,23.1,995463505,139596,44549966,78.0,283348553,3003483,32188,23839570,175752903
How You Feel (Ft. Leven Kali),How You Feel (Ft. Leven Kali),ANOTR,2024-04-19,3490,23.1,9591249,4565,35057668,63.50158061116965,339265,6058,0,0,0
Hang Tight Honey,Hang Tight Honey,Lainey Wilson,2024-05-13,3482,23.1,2378738,544,2536543,63.50158061116965,261611,5555,0,0,0
Bar,Bar,TINI,2021-11-11,3487,23.1,231155441,33491,8783650,54.0,314218837,1831905,155,4004,72618
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,2023-01-25,3498,23.1,17745591,2837,283039,47.0,172379457,1396751,583900,62524027,749416523
Case,Ghost,Diljit Dosanjh,2023-09-29,3479,23.1,48353674,7078,4725307,63.50158061116965,97635698,720820,0,357879,5805614
Apa Fer Milaange,Apa Fer Milaange,Savi Kahlon,2023-12-15,3491,23.1,29171226,1511,3365447,63.50158061116965,84972873,1156897,0,0,0
Socadona (feat. Mr. Vegas),Socadona (feat. Mr. Vegas),LUDMILLA,2021-11-18,3493,23.1,74338196,12229,3938315,45.0,85204123,792210,2417878,167650207,2134165382
As It Was,As It Was - Single,Hundreds,2023-03-24,3483,23.1,479006,111,76454,30.0,236027939,2149041,0,0,0
Humpty Dumpty,60 Nursery Rhyme Songs,Nursery Rhymes,2014-02-18,3524,23.0,0,342,115537,1.0,2049579300,2525179,0,0,0
Sial,fï¿½ï¿½,Mahalini,2023-01-23,3525,23.0,324327622,13022,4228094,75.0,97061421,500989,449308,131329737,1614389086
Pelele,Pelele,Morad,2021-12-24,3508,23.0,153262121,62043,3300200,64.0,105229861,923515,360974,61225741,777095126
"Ishq Jaisa Kuch (From ""Fighter"")","Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,2023-12-22,3519,23.0,26192177,1252,1466065,63.50158061116965,83675431,568393,0,0,0
CAROLINA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-24,3517,23.0,89487508,7595,3622886,66.0,64767621,301091,896706,29472860,466245707
Krippy Kush,Krippy Kush,Farruko,2017-08-04,3500,23.0,261207310,29638,8623457,56.0,1008664592,6613034,236451,36410655,251282695
Do It,VULTURES 1,Kanye West,2024-02-09,3503,23.0,58509914,11523,11610664,63.50158061116965,971307,26740,0,7537500,62692000
Mtg Quero Te Encontrar,Mtg Quero Te Encontrar,DJ LG PROD,2024-02-23,3518,23.0,95980260,6191,39878495,79.0,16013821,177114,0,0,0
Umbrella (with 21 Savage & Young Nudy),HEROES & VILLAINS,Metro Boomin,2022-12-02,3521,23.0,134971918,58239,5643840,64.0,8374578,77621,5871,5401097,34056492
Cuaderno,Climaxxx,Dalex,2019-05-10,3511,23.0,415170963,57071,15542644,63.0,618739499,3018799,106464,10874942,72178937
Leja Re,Leja Re,Dhvani Bhanushali,2018-11-24,3504,23.0,64612903,7444,1576312,55.0,1035234284,6201188,0,1418,8550
Pï¿½ï¿½i,Pï¿½ï¿½i naa - Si,Babasha,2024-06-01,3522,23.0,881858,75,194541,53.0,7429733,106911,0,0,0
Paro - Speed Up,Paro (Speed Up),Nej,2021-05-20,3512,23.0,92866817,20834,6538674,53.0,510081,8586,3196641,483475908,6637149421
"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,2022-09-08,3501,23.0,261905370,42715,5866774,75.0,23316855,136558,12980,2406657,16825671
Girl,Easy Money Baby,Myke Towers,2020-01-24,3523,23.0,358885100,66574,10919097,70.0,386760006,2110339,256873,40681006,384081312
Saving Up,Saving Up,Dom Dolla,2023-10-06,3516,23.0,68053989,21585,55905413,63.50158061116965,1482245,22209,7007,3086204,48264636
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,2017-08-25,3505,23.0,973400151,172881,24951320,74.0,320288878,2792426,101201,14078490,83669477
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,2021-03-19,3502,23.0,331506695,116321,15413876,65.0,22151531,381423,24736,13454627,89324319
"Gali Gali (From ""Kgf Chapter 1"")","Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,2018-12-13,3515,23.0,74027513,5648,3808001,59.0,1014261335,4638798,0,0,0
LLYLM,LLYLM,ROSALï¿½,2023-01-27,3513,23.0,163400564,25380,8516973,60.0,37506561,368510,14073,8297832,107127704
Levels,Levels (feat. Sunny Malton),Sidhu Moose Wala,2022-05-25,3510,23.0,146988095,16234,2550626,59.0,262992730,4331524,274492,4894124,69189680
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz remix]",Boaz van de Beatz,2015-06-05,3506,23.0,24407534,2389,473657,29.0,1753379058,9702237,0,0,0
If You're Happy and You Know It (Clap Your Hands),Circle Time Singalong,CoComelon,2022-06-10,3514,23.0,433037,120,15324,20.0,386932138,889910,0,0,0
La player (Bandolera),La Player (Bandolera),Zion & Lennox,2018-02-23,3520,23.0,603009543,60339,19082403,65.0,752863338,1897331,25591,2655600,33166882
ART,TYLA,Tyla,2024-03-01,3507,23.0,46863836,3984,25998283,63.50158061116965,17633827,366176,0,164042,2574072
Let's Love,Let's Love,Sia,2020-09-11,3509,23.0,222571023,44252,11141387,57.0,68547283,647482,851690,20613081,221346418
DASH,Fe3O4: BREAK,NMIXX,2024-01-15,3530,22.9,40620097,2870,8114713,11.0,59080794,673001,0,211047,1553400
On My Mind,On My Mind,Diplo,2019-12-13,3526,22.9,287897439,146593,20526230,60.0,68649223,853541,175051,126561681,855075576
Vampiro,Vampiro,Matuï¿,2022-03-29,3527,22.9,250112783,37790,7871652,67.0,207570990,2206717,77011,12026795,81406851
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,2023-10-06,3535,22.9,61355849,24182,4216247,63.50158061116965,11131343,254050,5211,1366663,16120565
Fire - Official UEFA EURO 2024 Song,Fire (Official UEFA EURO 2024 Song),MEDUZA,2024-05-10,3542,22.9,10114922,1567,19516267,74.0,0,0,0,0,0
Delincuente,Delincuente,Tokischa,2022-08-19,3541,22.9,190095480,35863,12100534,68.0,83772680,753857,358618,88295849,801557207
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,2024-03-15,3531,22.9,30301728,2993,12990773,63.50158061116965,0,0,0,0,0
Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,2022-06-17,3543,22.9,171920896,41774,34142715,65.0,14115131,142485,5176,2927375,51987916
SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",2023-03-31,3536,22.9,98301770,40539,4631003,63.0,30136123,792334,4786,2486105,19817648
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,2014-01-01,3538,22.9,602359731,109606,23041032,62.0,1099999155,5250942,22696,7842088,95570279
CYBERTRUCK,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,3540,22.9,99022909,18212,7936625,63.50158061116965,14594444,227707,0,0,0
"Sher Khul Gaye (From ""Fighter"")","Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,2023-12-15,3528,22.9,22277518,1494,2272746,63.50158061116965,86835991,726713,0,0,0
Fever,Future Nostalgia,Dua Lipa,2020-03-27,3532,22.9,381166294,50838,9475236,57.0,168485708,1688852,1500542,51527633,728998950
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,2021-12-29,3539,22.9,454467751,75230,11893074,67.0,35155712,250394,2,2248,13072
Hands up!,Hands up!,6arelyhuman,2022-12-10,3533,22.9,144555119,30542,5116146,5.0,26566933,480339,160061,60350179,381921701
Buenas,Buenas,Quevedo,2023-09-22,3529,22.9,108163942,22023,7264376,63.50158061116965,17211451,202291,12100,1978266,23664790
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Single,MAX,2024-02-09,3537,22.9,72492332,5624,10655675,63.50158061116965,19013959,630558,0,0,0
Let Her Go,All The Little Lights,Passenger,2012-01-01,3534,22.9,2252713547,205647,46729104,73.0,423531195,4118839,244760,66168928,641996440
Put Your Records On,Put Your Records On,Ritt Momney,2020-04-24,3561,22.8,600521313,79793,18207064,65.0,50025071,705508,11463,10517561,79947183
So Am I,So Am I,Ava Max,2019-03-07,3558,22.8,570045987,57702,10099210,66.0,368297733,4429234,233355,26434189,218968895
Slide,Slide,Calvin Harris,2017-02-24,3555,22.8,1044358962,165916,41514442,69.0,37191231,380168,65020,31332915,323428098
Feel Good Inc.,Demon Days,Gorillaz,2005-05-23,3548,22.8,1407382497,357484,72604627,78.0,1211241854,10819604,337277,152628012,1396761942
Me And My Broken Heart,Power Hits 2014,Rixton,2014-01-01,3563,22.8,733931275,115255,27152345,71.0,535024991,4702620,293382,6037735,47138593
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Perfect Ten,Mustard,2019-06-28,3566,22.8,332224927,90422,12036582,58.0,33056892,353473,51790,29352131,210052450
Bachpan Ka Pyaar,Bachpan Ka Pyaar,Badshah,2021-08-11,3565,22.8,25893883,3377,711026,46.0,535109576,7807029,0,0,0
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,2014-11-11,3560,22.8,296711145,17197,13770893,67.0,1599246274,4273511,144200,3933137,78337323
GIRL LIKE ME,Translation,Black Eyed Peas,2020-06-18,3547,22.8,529404392,74777,20137742,62.0,53885408,433692,196204,74062960,583303862
Blinding Lights - Instrumental,Blinding Lights,The Weeknd,2020-09-11,3553,22.8,5191059,1333,1102247,32.0,685599294,5046214,86612,34207191,490367040
Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,2021-09-17,3550,22.8,732118596,62990,35314187,69.0,31242374,533953,0,0,0
Here With Me,Here With Me,Marshmello,2019-03-08,3564,22.8,676451716,70317,19641164,66.0,211922060,2621667,330309,12206145,89270256
Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,2016-04-07,3562,22.8,478791369,58453,15619408,63.0,964694090,6231853,512763,28874189,281205271
Rock My Body,Rock My Body (with INNA & Sash!),R3HAB,2023-04-28,3545,22.8,155454907,26701,54553074,73.0,49199015,427756,535,81509,2164944
TWINNEM,TWINNEM,Coi Leray,2021-09-20,3557,22.8,34116353,10084,1619073,42.0,73393043,1278586,2426688,716422698,6661617341
Mood,Mood,Makar,2022-08-05,3551,22.8,86132200,50326,3786319,55.0,43654805,405433,204570,22270479,397336191
TU$$I (with Dei V),TU$$I (with Dei V),YOVNGCHIMI,2023-10-20,3549,22.8,94305899,11356,9053525,72.0,48837884,316446,24000,8394951,73323706
"Duki: Bzrp Music Sessions, Vol. 50","Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,2022-11-16,3554,22.8,158017957,35544,6481114,62.0,112378481,3043988,33800,25195709,227308261
Tell Me What You Want,Tell Me What You Want - Single,Oden & Fatzo,2024-06-14,3546,22.8,0,8,3490536,63.50158061116965,0,0,0,0,0
KABUKI,KABUKI,Cuckoo Coco,2023-03-25,3544,22.8,0,0,0,63.50158061116965,254288195,617991,0,0,0
The Bones,GIRL...The Bones,Maren Morris,2019-02-22,3556,22.8,461420009,32656,13523577,63.0,97498335,724848,46959,14368835,123888567
Good News,Good News,Mac Miller,2020-01-09,3567,22.8,447761883,116525,15419745,64.0,183168994,2032885,95825,43407153,367511487
Sin Seï¿½ï,Sin Seï¿½ï,Quevedo,2022-07-22,3559,22.8,281829019,58130,8587722,62.0,49681285,476250,0,0,0
Mejor Que Yo,Mejor Que Yo - Single,Anuel AA,2023-05-04,3552,22.8,81623095,18046,6605054,59.0,109132919,1146510,0,0,0
Wiggle (feat. Snoop Dogg),Talk Dirty,Jason Derulo,2013-09-10,3568,22.8,458706557,72270,18270302,58.0,329962266,1714163,1969612,150122218,1599868506
Evoque Prata,Evoque Prata,MC MENOR HR,2022-09-09,3595,22.7,224150665,33067,14383640,58.0,105711690,630231,330044,15466674,279699428
Last Heartbreak Song,The Year I Turned 21,Ayra Starr,2024-05-30,3580,22.7,6073281,592,22270490,67.0,3597876,151835,0,0,0
MIDDLE CHILD,TrapStar Turnt PopStar,PnB Rock,2019-05-02,3590,22.7,143152814,37044,3705069,53.0,111536750,1932048,21064,7419600,56902607
Pakistan,Pakistan,D-Block Europe,2023-06-29,3594,22.7,43844757,25855,2553452,56.0,15389226,98631,0,30,1420
Beat the Odds,Beat the Odds,Lil Tjay,2022-08-26,3575,22.7,115581471,49847,5823632,60.0,46251839,946512,19042,11669063,93356963
Barely Breathing,Barely Breathing,Grant Averill,2021-10-22,3582,22.7,1479227,616,19001,22.0,105953,2195,3501522,290886962,5235190320
All Around The World (La La La),All Around The World (La La La),R3HAB,2019-04-05,3571,22.7,654965766,124386,40611935,68.0,147035496,1383677,532715,150205415,1859282676
"You're On Your Own, Kid",Midnights,Taylor Swift,2022-10-21,3585,22.7,587555589,34908,21579957,72.0,43130763,357803,77652,54962930,342958656
ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (My head is spinning like a screw),ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý,kostromin,2021-02-02,3578,22.7,116542329,41062,3658542,8.0,115229170,2436482,1844500,547119599,3964454629
Already Rich,Already Rich,Yeat,2023-05-03,3592,22.7,156047755,31578,4170271,70.0,13251602,156992,195434,26190022,273007809
Bandana,Bandana - Single,Shubh,2024-03-29,3576,22.7,41479958,1644,5818260,72.0,25606311,481855,0,0,0
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Mrs. GREEN APPLE,2024-04-11,3573,22.7,26222603,921,7492428,74.0,23049880,275676,6375,0,0
Bruises,Bruises,Lewis Capaldi,2017-03-31,3570,22.7,1135588382,132498,38683695,73.0,375823933,3028107,119383,13112648,120059618
exile (feat. Bon Iver),folklore,Taylor Swift,2020-07-24,3572,22.7,757789027,81489,55181767,72.0,144150389,1468017,177809,72512284,553360638
THE GIRLS - BLACKPINK THE GAME OST,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,2023-08-25,3596,22.7,116539504,7964,8670175,62.0,92628391,2102936,30,204176,870565
Raja Ji,Raja Ji,Pawan Singh,2023-06-30,3581,22.7,27244358,456,263080,61.0,175350809,995898,0,0,0
ýý ýýýýýýýýýý,ýý ýýýýýýýýýý - Single,A.V.G,2023-07-17,3593,22.7,10694922,5363,288263,50.0,120681039,653249,0,762205,16374449
Love Sosa,Finally Rich (Deluxe),Chief Keef,2012-01-01,3586,22.7,757522352,224483,30472220,74.0,101146931,1073571,186541,59591708,450672924
HIND'S HALL,HIND'S HALL,Macklemore,2024-05-10,3589,22.7,22463244,2291,2406268,73.0,2237688,147286,0,111800,272100
Skibidi,"Antipositive, Pt. 2",Little Big,2018-10-05,3577,22.7,46872738,21343,1515150,49.0,876122384,6497142,552680,35154078,460636179
I'm Geekin,I'm Geekin,DDG,2023-04-21,3584,22.7,76004507,24334,3477076,60.0,9862592,231074,480208,182882813,1467434192
Hey Lil Mamï¿,Sol Marï¿½,Eladio Carrion,2024-01-19,3574,22.7,77975794,7057,10565513,71.0,27130599,231540,0,0,0
